Order_ID,Date,Product,Category,Region,Quantity,Price
1518,2025-07-07,Monitor,Electronics,West,8,18628
1519,2025-10-19,Smart Watch,Electronics,West,3,10828
1520,2025-05-15,Smart Watch,Electronics,East,6,11192
1521,2025-09-29,Speaker,Accessories,North,2,3773
1522,2025-09-26,Webcam,Electronics,North,1,1765
1523,2025-09-03,Webcam,Electronics,West,2,2291
1524,2025-09-17,Headphones,Accessories,West,3,4592
1525,2025-08-02,USB Cable,Accessories,South,2,316
1526,2025-05-22,USB Cable,Accessories,North,5,322
1527,2025-06-17,Laptop,Electronics,North,6,63303
1528,2025-10-07,Keyboard,Accessories,North,8,923
1529,2025-04-22,Laptop,Electronics,North,8,58563
1530,2025-05-14,SSD,Electronics,South,7,5562
1531,2025-11-26,Laptop,Electronics,East,2,62869
1532,2025-06-02,SSD,Electronics,South,6,3515
1533,2025-06-14,Router,Electronics,West,5,4385
1534,2025-06-08,Mouse,Accessories,West,6,595
1535,2025-05-10,Power Bank,Accessories,North,3,2256
1536,2025-01-22,Keyboard,Accessories,South,7,2185
1537,2025-05-04,Microphone,Electronics,West,1,4104
1538,2025-04-24,SSD,Electronics,South,5,3890
1539,2025-12-24,Laptop,Electronics,North,4,68665
1540,2025-08-15,USB Cable,Accessories,South,8,432
1541,2025-01-26,Printer,Electronics,West,1,11137
1542,2025-02-05,Laptop,Electronics,West,8,65638
1543,2025-09-20,SSD,Electronics,East,2,4459
1544,2025-12-15,Microphone,Electronics,South,8,3507
1545,2025-07-05,Speaker,Accessories,North,7,1634
1546,2025-02-21,Laptop,Electronics,South,8,66362
1547,2025-06-05,SSD,Electronics,North,5,6129
1548,2025-03-11,USB Cable,Accessories,North,2,201
1549,2025-04-12,USB Cable,Accessories,East,8,192
1550,2025-12-05,Headphones,Accessories,South,6,2374
1551,2025-07-15,Pendrive,Accessories,East,1,1277
1552,2025-04-21,Laptop,Electronics,South,8,59326
1553,2025-10-09,Keyboard,Accessories,West,3,890
1554,2025-02-05,SSD,Electronics,South,6,4355
1555,2025-05-06,Microphone,Electronics,East,6,2091
1556,2025-08-09,Headphones,Accessories,South,1,4325
1557,2025-05-05,Speaker,Accessories,West,6,2847
1558,2025-10-24,Smart Watch,Electronics,West,2,9862
1559,2025-10-08,Webcam,Electronics,South,6,4508
1560,2025-01-30,Mouse,Accessories,South,3,334
1561,2025-07-25,Mouse,Accessories,West,5,494
1562,2025-02-12,Speaker,Accessories,South,6,4594
1563,2025-06-03,SSD,Electronics,West,2,5996
1564,2025-05-08,Keyboard,Accessories,North,3,2181
1565,2025-02-27,Monitor,Electronics,North,2,13188
1566,2025-08-12,Webcam,Electronics,West,7,2949
1567,2025-07-03,Monitor,Electronics,East,5,21265
1568,2025-04-24,Microphone,Electronics,North,7,6991
1569,2025-04-10,Monitor,Electronics,North,4,12621
1570,2025-12-30,Mouse,Accessories,East,7,775
1571,2025-03-12,Monitor,Electronics,East,3,17838
1572,2025-10-15,Microphone,Electronics,West,5,5485
1573,2025-09-10,Keyboard,Accessories,South,7,1658
1574,2025-08-19,Webcam,Electronics,South,1,5660
1575,2025-12-07,Headphones,Accessories,North,3,1668
1576,2025-10-19,Monitor,Electronics,East,3,22679
1577,2025-03-23,Smart Watch,Electronics,North,1,4858
1578,2025-09-28,Printer,Electronics,West,2,13462
1579,2025-10-04,Router,Electronics,South,3,1859
1580,2025-05-14,SSD,Electronics,West,5,2649
1581,2025-09-10,Pendrive,Accessories,North,3,625
1582,2025-09-05,Printer,Electronics,East,4,10007
1583,2025-12-31,Mouse,Accessories,North,7,321
1584,2025-02-18,SSD,Electronics,North,5,3382
1585,2025-08-31,Smart Watch,Electronics,East,3,8700
1586,2025-09-12,Laptop,Electronics,East,4,65188
1587,2025-05-31,Webcam,Electronics,East,6,5393
1588,2025-09-14,Router,Electronics,North,6,5089
1589,2025-04-18,Keyboard,Accessories,South,8,1251
1590,2025-10-24,Mouse,Accessories,West,5,373
1591,2025-03-18,Smart Watch,Electronics,South,3,4828
1592,2025-09-09,Microphone,Electronics,West,4,7495
1593,2025-07-05,SSD,Electronics,East,3,2654
1594,2025-01-16,Headphones,Accessories,South,7,2948
1595,2025-05-05,USB Cable,Accessories,West,5,437
1596,2025-08-02,Smart Watch,Electronics,East,6,3180
1597,2025-02-26,SSD,Electronics,East,5,7333
1598,2025-04-17,Headphones,Accessories,South,1,2002
1599,2025-10-14,Laptop,Electronics,West,3,67355
1600,2025-12-12,SSD,Electronics,South,1,2873
1601,2025-05-28,Mouse,Accessories,East,1,533
1602,2025-01-11,Monitor,Electronics,South,8,22895
1603,2025-06-03,Microphone,Electronics,West,5,8012
1604,2025-02-03,Power Bank,Accessories,East,7,1011
1605,2025-01-03,Router,Electronics,South,6,3392
1606,2025-07-08,Webcam,Electronics,East,7,1959
1607,2025-09-07,Smart Watch,Electronics,South,5,9255
1608,2025-05-14,SSD,Electronics,North,5,2836
1609,2025-01-18,Router,Electronics,East,1,4304
1610,2025-10-04,SSD,Electronics,West,7,5095
1611,2025-05-04,Keyboard,Accessories,West,6,1508
1612,2025-03-22,Laptop,Electronics,North,4,56659
1613,2025-11-02,Router,Electronics,South,4,4458
1614,2025-11-03,SSD,Electronics,West,7,7911
1615,2025-09-14,Headphones,Accessories,East,6,3758
1616,2025-07-09,Power Bank,Accessories,West,6,3163
1617,2025-08-09,Keyboard,Accessories,South,8,1501
1618,2025-05-03,Keyboard,Accessories,North,8,832
1619,2025-04-27,Power Bank,Accessories,West,5,1550
1620,2025-05-10,Router,Electronics,South,4,6037
1621,2025-07-10,Monitor,Electronics,North,3,21057
1622,2025-05-04,Speaker,Accessories,East,7,2695
1623,2025-04-23,Printer,Electronics,North,1,10948
1624,2025-12-01,Speaker,Accessories,North,3,3676
1625,2025-09-12,Monitor,Electronics,North,6,19162
1626,2025-04-14,SSD,Electronics,West,1,4790
1627,2025-11-18,Power Bank,Accessories,North,6,1887
1628,2025-01-30,Monitor,Electronics,South,8,13241
1629,2025-02-15,Router,Electronics,East,1,6324
1630,2025-05-11,Mouse,Accessories,East,7,316
1631,2025-08-01,SSD,Electronics,North,2,5624
1632,2025-04-09,Router,Electronics,North,2,5662
1633,2025-10-10,Microphone,Electronics,North,5,7081
1634,2025-08-08,Headphones,Accessories,East,5,2902
1635,2025-04-21,Power Bank,Accessories,East,1,2100
1636,2025-04-24,Keyboard,Accessories,West,7,1132
1637,2025-01-19,Router,Electronics,East,6,6684
1638,2025-06-03,Keyboard,Accessories,East,7,961
1639,2025-02-14,SSD,Electronics,South,4,6981
1640,2025-01-28,Printer,Electronics,East,2,9647
1641,2025-09-23,Printer,Electronics,North,5,11997
1642,2025-01-05,Microphone,Electronics,West,7,3706
1643,2025-07-25,Router,Electronics,West,4,5671
1644,2025-07-21,Mouse,Accessories,West,4,569
1645,2025-08-05,Smart Watch,Electronics,North,4,3277
1646,2025-10-16,Speaker,Accessories,North,4,2610
1647,2025-07-03,Keyboard,Accessories,West,1,1084
1648,2025-04-18,USB Cable,Accessories,East,6,151
1649,2025-09-07,Webcam,Electronics,South,5,5941
1650,2025-06-04,Mouse,Accessories,West,4,442
1651,2025-07-30,Keyboard,Accessories,North,5,1977
1652,2025-03-05,Webcam,Electronics,East,2,5476
1653,2025-01-17,Laptop,Electronics,North,8,63995
1654,2025-07-20,SSD,Electronics,West,1,7416
1655,2025-07-04,USB Cable,Accessories,East,4,454
1656,2025-10-24,Laptop,Electronics,South,6,63461
1657,2025-01-19,SSD,Electronics,West,4,6814
1658,2025-04-06,SSD,Electronics,East,6,4883
1659,2025-01-13,Power Bank,Accessories,East,5,2095
1660,2025-06-04,Router,Electronics,North,8,3214
1661,2025-08-06,Laptop,Electronics,North,8,68127
1662,2025-03-12,Smart Watch,Electronics,West,5,4923
1663,2025-10-03,Printer,Electronics,South,6,16187
1664,2025-09-10,Webcam,Electronics,South,7,2830
1665,2025-03-10,Microphone,Electronics,West,8,8414
1666,2025-04-23,Keyboard,Accessories,North,1,1270
1667,2025-06-28,Mouse,Accessories,South,1,689
1668,2025-02-18,USB Cable,Accessories,East,4,469
1669,2025-03-08,Microphone,Electronics,South,8,7921
1670,2025-03-17,Keyboard,Accessories,East,1,2332
1671,2025-03-08,Microphone,Electronics,East,1,3947
1672,2025-03-19,Smart Watch,Electronics,East,6,9992
1673,2025-12-03,Smart Watch,Electronics,North,1,11370
1674,2025-10-17,Smart Watch,Electronics,North,5,4551
1675,2025-02-22,Power Bank,Accessories,South,3,1299
1676,2025-06-11,Power Bank,Accessories,South,4,1376
1677,2025-12-25,Router,Electronics,South,4,6222
1678,2025-03-02,Keyboard,Accessories,West,2,1843
1679,2025-02-20,Webcam,Electronics,East,1,3594
1680,2025-01-06,Microphone,Electronics,North,6,2204
1681,2025-08-31,Pendrive,Accessories,East,3,1095
1682,2025-11-05,Webcam,Electronics,South,5,2348
1683,2025-12-17,Printer,Electronics,South,8,15993
1684,2025-03-07,SSD,Electronics,South,3,7175
1685,2025-01-12,Headphones,Accessories,South,2,1711
1686,2025-02-25,Pendrive,Accessories,North,3,1754
1687,2025-09-02,Laptop,Electronics,North,4,67937
1688,2025-05-10,USB Cable,Accessories,East,7,365
1689,2025-05-06,Keyboard,Accessories,North,8,2346
1690,2025-09-12,Printer,Electronics,North,4,12250
1691,2025-06-10,USB Cable,Accessories,East,5,191
1692,2025-08-23,Speaker,Accessories,West,4,1440
1693,2025-01-04,Pendrive,Accessories,North,5,1774
1694,2025-06-19,Keyboard,Accessories,East,2,1634
1695,2025-08-30,Speaker,Accessories,West,5,4229
1696,2025-08-23,Webcam,Electronics,West,7,4609
1697,2025-03-30,Power Bank,Accessories,West,5,866
1698,2025-04-07,USB Cable,Accessories,East,6,437
1699,2025-04-30,Keyboard,Accessories,North,8,1251
1700,2025-06-21,Printer,Electronics,North,6,14278
1701,2025-05-23,Headphones,Accessories,East,5,1059
1702,2025-11-02,Mouse,Accessories,West,4,770
1703,2025-03-24,Mouse,Accessories,South,4,331
1704,2025-10-16,Printer,Electronics,West,4,16993
1705,2025-12-05,USB Cable,Accessories,East,1,454
1706,2025-02-11,SSD,Electronics,South,7,6780
1707,2025-09-26,Router,Electronics,South,7,5613
1708,2025-02-21,Power Bank,Accessories,West,1,1907
1709,2025-04-11,Power Bank,Accessories,North,3,1702
1710,2025-10-16,USB Cable,Accessories,West,1,227
1711,2025-10-29,Printer,Electronics,West,3,13066
1712,2025-01-26,Webcam,Electronics,West,5,3423
1713,2025-01-20,Mouse,Accessories,South,3,355
1714,2025-09-20,Mouse,Accessories,West,7,642
1715,2025-04-16,Router,Electronics,West,2,3590
1716,2025-11-30,Headphones,Accessories,South,6,1802
1717,2025-12-20,USB Cable,Accessories,North,4,469
1718,2025-04-18,Monitor,Electronics,West,8,17298
1719,2025-12-28,Router,Electronics,East,5,6322
1720,2025-05-26,Laptop,Electronics,East,8,58349
1721,2025-09-10,Mouse,Accessories,West,2,326
1722,2025-06-30,SSD,Electronics,East,6,4754
1723,2025-12-17,SSD,Electronics,East,4,6481
1724,2025-08-04,SSD,Electronics,South,5,5096
1725,2025-11-10,Smart Watch,Electronics,North,7,10926
1726,2025-01-07,Monitor,Electronics,South,8,24117
1727,2025-05-03,Router,Electronics,South,2,2393
1728,2025-02-24,USB Cable,Accessories,West,5,454
1729,2025-12-22,Printer,Electronics,South,3,13451
1730,2025-01-22,Mouse,Accessories,North,1,366
1731,2025-06-29,Router,Electronics,South,3,4404
1732,2025-10-14,USB Cable,Accessories,South,2,334
1733,2025-06-11,SSD,Electronics,North,4,3534
1734,2025-11-26,Laptop,Electronics,East,2,57137
1735,2025-02-18,Keyboard,Accessories,North,7,915
1736,2025-04-21,Webcam,Electronics,South,7,3741
1737,2025-05-18,Headphones,Accessories,West,8,1948
1738,2025-01-06,Speaker,Accessories,North,1,2541
1739,2025-11-07,Mouse,Accessories,North,3,478
1740,2025-12-17,Keyboard,Accessories,South,2,1359
1741,2025-09-16,USB Cable,Accessories,South,1,361
1742,2025-04-08,Keyboard,Accessories,West,3,1837
1743,2025-03-21,Webcam,Electronics,West,1,2704
1744,2025-05-10,Speaker,Accessories,North,5,4033
1745,2025-08-14,Mouse,Accessories,West,2,546
1746,2025-05-01,Smart Watch,Electronics,East,4,7920
1747,2025-10-12,USB Cable,Accessories,East,4,152
1748,2025-09-18,Headphones,Accessories,West,4,4991
1749,2025-10-21,Headphones,Accessories,East,7,3813
1750,2025-02-09,Headphones,Accessories,South,4,2125
1751,2025-02-18,Headphones,Accessories,South,1,1969
1752,2025-06-26,Router,Electronics,East,6,6677
1753,2025-10-07,Headphones,Accessories,East,5,3393
1754,2025-10-01,Headphones,Accessories,East,1,1791
1755,2025-08-04,Pendrive,Accessories,East,5,534
1756,2025-03-04,Router,Electronics,South,6,2533
1757,2025-09-03,Pendrive,Accessories,South,6,1580
1758,2025-06-29,Mouse,Accessories,East,4,407
1759,2025-11-23,Router,Electronics,West,4,3474
1760,2025-04-12,Microphone,Electronics,North,7,2517
1761,2025-02-08,Microphone,Electronics,North,8,6295
1762,2025-08-16,Router,Electronics,South,3,2249
1763,2025-09-02,USB Cable,Accessories,South,7,334
1764,2025-10-31,Headphones,Accessories,West,1,1948
1765,2025-06-01,SSD,Electronics,West,2,7076
1766,2025-06-19,Monitor,Electronics,South,1,18455
1767,2025-04-21,Router,Electronics,North,6,4433
1768,2025-08-22,Microphone,Electronics,North,3,7278
1769,2025-03-27,USB Cable,Accessories,West,7,322
1770,2025-03-09,Power Bank,Accessories,East,7,805
1771,2025-07-14,Monitor,Electronics,East,5,18665
1772,2025-07-29,Webcam,Electronics,North,4,5301
1773,2025-06-16,Router,Electronics,East,7,6668
1774,2025-02-20,Webcam,Electronics,South,2,2199
1775,2025-10-19,Router,Electronics,East,8,5092
1776,2025-03-12,Keyboard,Accessories,North,3,800
1777,2025-03-26,Smart Watch,Electronics,North,2,3341
1778,2025-01-09,Router,Electronics,West,8,4981
1779,2025-02-21,USB Cable,Accessories,East,8,373
1780,2025-07-10,Power Bank,Accessories,South,4,3322
1781,2025-12-16,Laptop,Electronics,South,2,56183
1782,2025-04-21,Microphone,Electronics,East,1,2197
1783,2025-07-19,Headphones,Accessories,East,6,4021
1784,2025-03-07,Monitor,Electronics,East,5,20530
1785,2025-01-11,Laptop,Electronics,South,6,66114
1786,2025-03-27,Router,Electronics,West,3,1978
1787,2025-07-07,Speaker,Accessories,East,1,4119
1788,2025-01-02,Headphones,Accessories,North,2,2243
1789,2025-10-06,Webcam,Electronics,South,1,2068
1790,2025-12-13,Monitor,Electronics,East,7,12343
1791,2025-12-30,Speaker,Accessories,South,4,4666
1792,2025-12-22,Webcam,Electronics,West,6,4401
1793,2025-10-27,Printer,Electronics,East,1,15993
1794,2025-02-17,Microphone,Electronics,South,2,4736
1795,2025-09-11,USB Cable,Accessories,West,5,170
1796,2025-06-06,Headphones,Accessories,East,7,3555
1797,2025-10-16,Printer,Electronics,East,5,10611
1798,2025-05-05,Smart Watch,Electronics,West,7,10037
1799,2025-12-01,SSD,Electronics,South,7,7351
1800,2025-02-01,SSD,Electronics,North,5,6026
